,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,71.8949966430664,71.93000030517578,71.9000015258789,71.94000244140625,71.9800033569336,71.94000244140625,71.9800033569336,71.98999786376953,71.99819946289062,72.0,71.98999786376953,72.01000213623047,72.0199966430664,72.0250015258789,72.0199966430664,72.05999755859375,72.17500305175781,72.19000244140625,72.25,72.23999786376953
1,71.8949966430664,71.93000030517578,71.9000015258789,71.94000244140625,71.9800033569336,71.94000244140625,71.9800033569336,71.98999786376953,71.99819946289062,72.0,71.98999786376953,72.01000213623047,72.0199966430664,72.0250015258789,72.0199966430664,72.05999755859375,72.17500305175781,72.19000244140625,72.25,72.23999786376953
2,71.8949966430664,71.93000030517578,71.9000015258789,71.94000244140625,71.9800033569336,71.94000244140625,71.9800033569336,71.98999786376953,71.99819946289062,72.0,71.98999786376953,72.01000213623047,72.0199966430664,72.0250015258789,72.0199966430664,72.05999755859375,72.17500305175781,72.19000244140625,72.25,72.23999786376953
3,71.8949966430664,71.93000030517578,71.9000015258789,71.94000244140625,71.9800033569336,71.94000244140625,71.9800033569336,71.98999786376953,71.99819946289062,72.0,71.98999786376953,72.01000213623047,72.0199966430664,72.0250015258789,72.0199966430664,72.05999755859375,72.17500305175781,72.19000244140625,72.25,72.23999786376953
4,71.8949966430664,71.93000030517578,71.9000015258789,71.94000244140625,71.9800033569336,71.94000244140625,71.9800033569336,71.98999786376953,71.99819946289062,72.0,71.98999786376953,72.01000213623047,72.0199966430664,72.0250015258789,72.0199966430664,72.05999755859375,72.17500305175781,72.19000244140625,72.25,72.23999786376953
5,71.8949966430664,71.93000030517578,71.9000015258789,71.94000244140625,71.9800033569336,71.94000244140625,71.9800033569336,71.98999786376953,71.99819946289062,72.0,71.98999786376953,72.01000213623047,72.0199966430664,72.0250015258789,72.0199966430664,72.05999755859375,72.17500305175781,72.19000244140625,72.25,72.23999786376953
6,71.8949966430664,71.93000030517578,71.9000015258789,71.94000244140625,71.9800033569336,71.94000244140625,71.9800033569336,71.98999786376953,71.99819946289062,72.0,71.98999786376953,72.01000213623047,72.0199966430664,72.0250015258789,72.0199966430664,72.05999755859375,72.17500305175781,72.19000244140625,72.25,72.23999786376953
7,71.8949966430664,71.93000030517578,71.9000015258789,71.94000244140625,71.9800033569336,71.94000244140625,71.9800033569336,71.98999786376953,71.99819946289062,72.0,71.98999786376953,72.01000213623047,72.0199966430664,72.0250015258789,72.0199966430664,72.05999755859375,72.17500305175781,72.19000244140625,72.25,72.23999786376953
8,71.8949966430664,71.93000030517578,71.9000015258789,71.94000244140625,71.9800033569336,71.94000244140625,71.9800033569336,71.98999786376953,71.99819946289062,72.0,71.98999786376953,72.01000213623047,72.0199966430664,72.0250015258789,72.0199966430664,72.05999755859375,72.17500305175781,72.19000244140625,72.25,72.23999786376953
9,71.8949966430664,71.93000030517578,71.9000015258789,71.94000244140625,71.9800033569336,71.94000244140625,71.9800033569336,71.98999786376953,71.99819946289062,72.0,71.98999786376953,72.01000213623047,72.0199966430664,72.0250015258789,72.0199966430664,72.05999755859375,72.17500305175781,72.19000244140625,72.25,72.23999786376953
